Timestamp,Client IP,Domain,Mode,Server_IP,Step,Response type,RTT(s),Cache Status,Cumulative Time(ms),Cumulative Bytes
2025-10-28 10:37:53,10.0.0.4,daytimeghosthunter.com.,Recursive,8.8.8.8,Root,Referral,88.244,MISS,88.244,193
2025-10-28 10:37:53,10.0.0.4,daytimeghosthunter.com.,Recursive,-,N/A,Failure,None,MISS,88.244,193
2025-10-28 10:37:56,10.0.0.4,sapendolo.it.,Recursive,-,N/A,Failure,None,MISS,80.0466,90
2025-10-28 10:38:00,10.0.0.4,saharaimport.com.,Recursive,8.8.8.8,Root,Response,81.6768,MISS,81.6768,118
2025-10-28 10:38:03,10.0.0.4,ngoanhien.com.,Recursive,8.8.8.8,Root,Referral,42.5476,MISS,42.5476,166
2025-10-28 10:38:03,10.0.0.4,ngoanhien.com.,Recursive,-,N/A,Failure,None,MISS,42.5476,166
2025-10-28 10:38:06,10.0.0.4,itgeorgia.co.,Recursive,8.8.8.8,Root,Response,429.8668,MISS,429.8668,106
2025-10-28 10:38:10,10.0.0.4,myfantasticpark.es.,Recursive,8.8.8.8,Root,Response,321.2409,MISS,321.2409,124
2025-10-28 10:38:13,10.0.0.4,vinayaprabha.com.,Recursive,8.8.8.8,Root,Response,45.1051,MISS,45.1051,150
2025-10-28 10:38:16,10.0.0.4,sitiweb.us.,Recursive,8.8.8.8,Root,Response,32.929,MISS,32.929,100
2025-10-28 10:38:20,10.0.0.4,contentremarketing.com.,Recursive,8.8.8.8,Root,Response,33.8297,MISS,33.8297,136
2025-10-28 10:38:23,10.0.0.4,videofun.me.,Recursive,8.8.8.8,Root,Referral,124.7438,MISS,124.7438,160
2025-10-28 10:38:23,10.0.0.4,videofun.me.,Recursive,-,N/A,Failure,None,MISS,124.7438,160
2025-10-28 10:38:26,10.0.0.4,breezelaw.com.,Recursive,8.8.8.8,Root,Response,99.5648,MISS,99.5648,125
2025-10-28 10:38:30,10.0.0.4,ranocchi.it.,Recursive,8.8.8.8,Root,Response,462.9594,MISS,462.9594,103
2025-10-28 10:38:33,10.0.0.4,22hotmail.com.,Recursive,8.8.8.8,Root,Response,35.0453,MISS,35.0453,173
2025-10-28 10:38:37,10.0.0.4,ana-sofia.pt.,Recursive,8.8.8.8,Root,Response,504.9297,MISS,504.9297,106
2025-10-28 10:38:40,10.0.0.4,abhair.com.,Recursive,8.8.8.8,Root,Response,35.9319,MISS,35.9319,100
2025-10-28 10:38:43,10.0.0.4,tripladoppia.com.,Recursive,8.8.8.8,Root,Referral,44.8819,MISS,44.8819,175
2025-10-28 10:38:43,10.0.0.4,tripladoppia.com.,Recursive,-,N/A,Failure,None,MISS,44.8819,175
2025-10-28 10:38:46,10.0.0.4,gardeninginflorida.com.,Recursive,8.8.8.8,Root,Response,100.697,MISS,100.697,152
2025-10-28 10:38:49,10.0.0.4,thepropertyvault.co.uk.,Recursive,8.8.8.8,Root,Response,97.0123,MISS,97.0123,152
2025-10-28 10:38:53,10.0.0.4,viahttps.com.,Recursive,8.8.8.8,Root,Response,323.0425,MISS,323.0425,106
2025-10-28 10:38:57,10.0.0.4,adverman.com.,Recursive,8.8.8.8,Root,Response,488.0795,MISS,488.0795,106
2025-10-28 10:39:00,10.0.0.4,majorleaguelacrosse.com.,Recursive,8.8.8.8,Root,Response,47.6679,MISS,47.6679,155
2025-10-28 10:39:03,10.0.0.4,rubenquinones.com.,Recursive,8.8.8.8,Root,Response,34.5671,MISS,34.5671,137
2025-10-28 10:39:06,10.0.0.4,kanoon-ansar.org.,Recursive,8.8.8.8,Root,Response,40.1496,MISS,40.1496,118
2025-10-28 10:39:10,10.0.0.4,arrabonet.hu.,Recursive,8.8.8.8,Root,Response,437.2626,MISS,437.2626,106
2025-10-28 10:39:13,10.0.0.4,wordai.com.,Recursive,8.8.8.8,Root,Response,40.6346,MISS,40.6346,100
2025-10-28 10:39:16,10.0.0.4,muhammedmusa.com.,Recursive,8.8.8.8,Root,Referral,37.2738,MISS,37.2738,175
2025-10-28 10:39:16,10.0.0.4,muhammedmusa.com.,Recursive,-,N/A,Failure,None,MISS,37.2738,175
2025-10-28 10:39:20,10.0.0.4,freepornvideosx.com.,Recursive,8.8.8.8,Root,Referral,97.691,MISS,97.691,184
2025-10-28 10:39:20,10.0.0.4,freepornvideosx.com.,Recursive,-,N/A,Failure,None,MISS,97.691,184
2025-10-28 10:39:23,10.0.0.4,120shenbing.com.,Recursive,8.8.8.8,Root,Referral,302.5028,MISS,302.5028,172
2025-10-28 10:39:23,10.0.0.4,120shenbing.com.,Recursive,-,N/A,Failure,None,MISS,302.5028,172
2025-10-28 10:39:26,10.0.0.4,onetoshop.nl.,Recursive,8.8.8.8,Root,Response,39.3824,MISS,39.3824,106
2025-10-28 10:39:30,10.0.0.4,meditekyazilim.net.,Recursive,8.8.8.8,Root,Response,507.6238,MISS,507.6238,124
2025-10-28 10:39:33,10.0.0.4,theexoticpersian.com.,Recursive,8.8.8.8,Root,Referral,38.3573,MISS,38.3573,187
2025-10-28 10:39:33,10.0.0.4,theexoticpersian.com.,Recursive,-,N/A,Failure,None,MISS,38.3573,187
2025-10-28 10:39:36,10.0.0.4,boh10suphanburi.com.,Recursive,8.8.8.8,Root,Referral,193.2084,MISS,193.2084,184
2025-10-28 10:39:36,10.0.0.4,boh10suphanburi.com.,Recursive,-,N/A,Failure,None,MISS,193.2084,184
2025-10-28 10:39:40,10.0.0.4,overseasmedical.com.,Recursive,8.8.8.8,Root,Response,399.3328,MISS,399.3328,127
2025-10-28 10:39:43,10.0.0.4,grandcanyongrandhotel.com.,Recursive,8.8.8.8,Root,Response,43.8425,MISS,43.8425,145
2025-10-28 10:39:46,10.0.0.4,boneshoppe.com.,Recursive,8.8.8.8,Root,Referral,35.9868,MISS,35.9868,169
2025-10-28 10:39:46,10.0.0.4,boneshoppe.com.,Recursive,-,N/A,Failure,None,MISS,35.9868,169
2025-10-28 10:39:50,10.0.0.4,sweathelp.org.,Recursive,8.8.8.8,Root,Response,31.0581,MISS,31.0581,109
2025-10-28 10:39:53,10.0.0.4,c0.pl.,Recursive,8.8.8.8,Root,Response,36.3983,MISS,36.3983,85
2025-10-28 10:39:56,10.0.0.4,sipflash.com.,Recursive,8.8.8.8,Root,Referral,97.7922,MISS,97.7922,163
2025-10-28 10:39:56,10.0.0.4,sipflash.com.,Recursive,-,N/A,Failure,None,MISS,97.7922,163
2025-10-28 10:40:00,10.0.0.4,koopsmodellbau.de.,Recursive,8.8.8.8,Root,Response,418.0449,MISS,418.0449,121
2025-10-28 10:40:03,10.0.0.4,lespetiteschoses.com.,Recursive,8.8.8.8,Root,Response,32.4846,MISS,32.4846,130
2025-10-28 10:40:07,10.0.0.4,b2b2c.ca.,Recursive,8.8.8.8,Root,Response,603.6342,MISS,603.6342,94
2025-10-28 10:40:10,10.0.0.4,pilsnerurquell.com.,Recursive,8.8.8.8,Root,Response,38.9902,MISS,38.9902,124
2025-10-28 10:40:13,10.0.0.4,medintime.ru.,Recursive,8.8.8.8,Root,Response,488.3815,MISS,488.3815,122
2025-10-28 10:40:17,10.0.0.4,njafe.org.,Recursive,8.8.8.8,Root,Response,425.1469,MISS,425.1469,97
2025-10-28 10:40:20,10.0.0.4,djbarryblends.com.,Recursive,8.8.8.8,Root,Response,98.3643,MISS,98.3643,121
2025-10-28 10:40:24,10.0.0.4,deine-bahn.de.,Recursive,8.8.8.8,Root,Response,342.905,MISS,342.905,109
2025-10-28 10:40:27,10.0.0.4,hackthissite.org.,Recursive,8.8.8.8,Root,Response,32.4865,MISS,32.4865,182
2025-10-28 10:40:30,10.0.0.4,ereadz.com.,Recursive,8.8.8.8,Root,Referral,40.4614,MISS,40.4614,157
2025-10-28 10:40:30,10.0.0.4,ereadz.com.,Recursive,-,N/A,Failure,None,MISS,40.4614,157
2025-10-28 10:40:34,10.0.0.4,gurukulonline.com.,Recursive,8.8.8.8,Root,Response,279.2627,MISS,279.2627,137
2025-10-28 10:40:37,10.0.0.4,sf-notifications.com.,Recursive,8.8.8.8,Root,Referral,37.9684,MISS,37.9684,192
2025-10-28 10:40:37,10.0.0.4,sf-notifications.com.,Recursive,-,N/A,Failure,None,MISS,37.9684,192
2025-10-28 10:40:40,10.0.0.4,capequilog.com.,Recursive,8.8.8.8,Root,Response,611.6379,MISS,611.6379,112
2025-10-28 10:40:44,10.0.0.4,greens.my.,Recursive,8.8.8.8,Root,Response,40.5266,MISS,40.5266,113
2025-10-28 10:40:48,10.0.0.4,2xfzy.com.,Recursive,8.8.8.8,Root,Response,710.1186,MISS,710.1186,97
2025-10-28 10:40:51,10.0.0.4,magic-illusion.ru.,Recursive,8.8.8.8,Root,Response,328.6068,MISS,328.6068,137
2025-10-28 10:40:54,10.0.0.4,irflashgame.com.,Recursive,8.8.8.8,Root,Referral,46.5254,MISS,46.5254,172
2025-10-28 10:40:54,10.0.0.4,irflashgame.com.,Recursive,-,N/A,Failure,None,MISS,46.5254,172
2025-10-28 10:40:57,10.0.0.4,solcredito.es.,Recursive,8.8.8.8,Root,Response,55.3725,MISS,55.3725,157
2025-10-28 10:41:01,10.0.0.4,go2jump.com.,Recursive,8.8.8.8,Root,Response,33.2201,MISS,33.2201,103
2025-10-28 10:41:04,10.0.0.4,millionfareast.com.,Recursive,8.8.8.8,Root,Response,105.2094,MISS,105.2094,124
2025-10-28 10:41:07,10.0.0.4,msf.be.,Recursive,8.8.8.8,Root,Response,44.9316,MISS,44.9316,88
2025-10-28 10:41:10,10.0.0.4,cellslider.net.,Recursive,8.8.8.8,Root,Response,100.6158,MISS,100.6158,112
2025-10-28 10:41:14,10.0.0.4,bhhsneproperties.com.,Recursive,8.8.8.8,Root,Response,36.3604,MISS,36.3604,130
2025-10-28 10:41:17,10.0.0.4,skplus.kr.,Recursive,8.8.8.8,Root,Referral,211.7383,MISS,211.7383,145
2025-10-28 10:41:17,10.0.0.4,skplus.kr.,Recursive,-,N/A,Failure,None,MISS,211.7383,145
2025-10-28 10:41:20,10.0.0.4,empclan.com.,Recursive,8.8.8.8,Root,Response,321.3769,MISS,321.3769,103
2025-10-28 10:41:24,10.0.0.4,carolgraykennedy.com.,Recursive,8.8.8.8,Root,Referral,39.4696,MISS,39.4696,187
2025-10-28 10:41:24,10.0.0.4,carolgraykennedy.com.,Recursive,-,N/A,Failure,None,MISS,39.4696,187
2025-10-28 10:41:27,10.0.0.4,kiyimuzik.com.,Recursive,8.8.8.8,Root,Response,106.9436,MISS,106.9436,125
2025-10-28 10:41:30,10.0.0.4,yunpda.com.,Recursive,8.8.8.8,Root,Referral,42.1369,MISS,42.1369,157
2025-10-28 10:41:30,10.0.0.4,yunpda.com.,Recursive,-,N/A,Failure,None,MISS,42.1369,157
2025-10-28 10:41:33,10.0.0.4,valdo.com.,Recursive,8.8.8.8,Root,Response,34.0597,MISS,34.0597,97
2025-10-28 10:41:37,10.0.0.4,supportpabiomass.org.,Recursive,8.8.8.8,Root,Response,469.806,MISS,469.806,130
2025-10-28 10:41:40,10.0.0.4,roche-applied-science.com.,Recursive,8.8.8.8,Root,Response,96.3206,MISS,96.3206,145
2025-10-28 10:41:43,10.0.0.4,oneworldinfo.com.,Recursive,8.8.8.8,Root,Response,35.0415,MISS,35.0415,134
2025-10-28 10:41:47,10.0.0.4,7apcrshrmanila.org.,Recursive,8.8.8.8,Root,Referral,100.9213,MISS,100.9213,190
2025-10-28 10:41:47,10.0.0.4,7apcrshrmanila.org.,Recursive,-,N/A,Failure,None,MISS,100.9213,190
2025-10-28 10:41:50,10.0.0.4,ilikecrochet.com.,Recursive,8.8.8.8,Root,Response,42.8883,MISS,42.8883,118
2025-10-28 10:41:53,10.0.0.4,closerdiets.com.,Recursive,8.8.8.8,Root,Response,96.4169,MISS,96.4169,131
2025-10-28 10:41:56,10.0.0.4,myface.com.,Recursive,8.8.8.8,Root,Referral,45.3754,MISS,45.3754,144
2025-10-28 10:41:56,10.0.0.4,myface.com.,Recursive,-,N/A,Failure,None,MISS,45.3754,144
2025-10-28 10:42:00,10.0.0.4,megi.cz.,Recursive,8.8.8.8,Root,Response,99.6827,MISS,99.6827,107
2025-10-28 10:42:03,10.0.0.4,pces.in.,Recursive,8.8.8.8,Root,Response,45.9994,MISS,45.9994,91
2025-10-28 10:42:06,10.0.0.4,originalmagicart.com.,Recursive,8.8.8.8,Root,Response,395.7198,MISS,395.7198,146
2025-10-28 10:42:10,10.0.0.4,godo.co.kr.,Recursive,8.8.8.8,Root,Response,226.7122,MISS,226.7122,100
2025-10-28 10:42:13,10.0.0.4,ugotrelis.com.,Recursive,8.8.8.8,Root,Response,638.5911,MISS,638.5911,109
2025-10-28 10:42:17,10.0.0.4,alb-automobiles.com.,Recursive,8.8.8.8,Root,Referral,35.3829,MISS,35.3829,184
2025-10-28 10:42:17,10.0.0.4,alb-automobiles.com.,Recursive,-,N/A,Failure,None,MISS,35.3829,184
2025-10-28 10:42:20,10.0.0.4,ok-magazine.ru.,Recursive,8.8.8.8,Root,Response,500.6963,MISS,500.6963,112
2025-10-28 10:42:24,10.0.0.4,wiltpr.com.,Recursive,8.8.8.8,Root,Referral,43.8885,MISS,43.8885,157
2025-10-28 10:42:24,10.0.0.4,wiltpr.com.,Recursive,-,N/A,Failure,None,MISS,43.8885,157
2025-10-28 10:42:27,10.0.0.4,dmg-dental.com.,Recursive,8.8.8.8,Root,Response,395.6713,MISS,395.6713,112
2025-10-28 10:42:30,10.0.0.4,silkroadtours.com.,Recursive,8.8.8.8,Root,Response,102.2156,MISS,102.2156,121
2025-10-28 10:42:34,10.0.0.4,rositehost.com.,Recursive,8.8.8.8,Root,Response,484.9308,MISS,484.9308,112
2025-10-28 10:42:38,10.0.0.4,livescan4all.com.,Recursive,8.8.8.8,Root,Response,382.4637,MISS,382.4637,118
2025-10-28 10:42:41,10.0.0.4,oberandsons.com.,Recursive,8.8.8.8,Root,Response,322.6989,MISS,322.6989,115
2025-10-28 10:42:44,10.0.0.4,celerity.com.,Recursive,8.8.8.8,Root,Response,38.5332,MISS,38.5332,106
2025-10-28 10:42:47,10.0.0.4,miscellaneousheathen.com.,Recursive,8.8.8.8,Root,Response,35.3817,MISS,35.3817,142
2025-10-28 10:42:51,10.0.0.4,rolflouisville.com.,Recursive,8.8.8.8,Root,Response,35.7321,MISS,35.7321,124
2025-10-28 10:42:54,10.0.0.4,jacquelinemertz.ch.,Recursive,8.8.8.8,Root,Referral,38.67,MISS,38.67,171
2025-10-28 10:42:54,10.0.0.4,jacquelinemertz.ch.,Recursive,-,N/A,Failure,None,MISS,38.67,171
2025-10-28 10:42:57,10.0.0.4,gaplex.biz.,Recursive,8.8.8.8,Root,Referral,36.4452,MISS,36.4452,146
2025-10-28 10:42:57,10.0.0.4,gaplex.biz.,Recursive,-,N/A,Failure,None,MISS,36.4452,146
2025-10-28 10:43:00,10.0.0.4,frasesdemotivacao.net.,Recursive,8.8.8.8,Root,Referral,36.2666,MISS,36.2666,190
2025-10-28 10:43:00,10.0.0.4,frasesdemotivacao.net.,Recursive,-,N/A,Failure,None,MISS,36.2666,190
2025-10-28 10:43:03,10.0.0.4,divefishhouse.com.,Recursive,8.8.8.8,Root,Referral,37.8458,MISS,37.8458,178
2025-10-28 10:43:03,10.0.0.4,divefishhouse.com.,Recursive,-,N/A,Failure,None,MISS,37.8458,178
2025-10-28 10:43:07,10.0.0.4,stark.dk.,Recursive,8.8.8.8,Root,Response,40.3828,MISS,40.3828,94
2025-10-28 10:43:10,10.0.0.4,xxx-muschis.de.,Recursive,8.8.8.8,Root,Referral,253.1552,MISS,253.1552,159
2025-10-28 10:43:10,10.0.0.4,xxx-muschis.de.,Recursive,-,N/A,Failure,None,MISS,253.1552,159
2025-10-28 10:43:13,10.0.0.4,florenseusa.com.,Recursive,8.8.8.8,Root,Response,32.812,MISS,32.812,115
